ID,NAME,IDCARD,BIRTHDAY,PROVINCE,ADDRESS,PHONE,EMAIL,PASSPORTID,JUNGUAN,BANKCARD,ZUOJI,NASHUI2,GONGSHANG,QIYE,PROFESSIONAL,COMPANY,JIAZHAO,CHEJIAHAO,CHEPAIHAO,XUEWEI,ZHENGJIANHAO
801,费以菱,440112193805171218,1955-08-20,湖北省荆州市,甘肃省常州市武警去湖塘镇新城域花园741幢丁单元4142室,17000299417,langtingyu@0d36c.net.cn,D09581368,参字第81538865号,3568523296912301533,0539-36672409,28513400065174546Q,140828468570481,66606435-0,水土保持测试工,福建泉州小米文化传媒有限公司,610531295120,DHLPB2ZUX17Z11294,鄂H61NYP,肺气肿,装字第14140016号
802,僪潇雪,640324197402159240,1995-11-21,山东省乐陵市,安徽省零安市亭湖区牌楼巷26号74375,16577372679,liangpanyu@dxc9q.mobi,S75403194,兰字第88402499号,6229950519581118666,0906-62322107,183301026063922763,350402235760157,72640774-X,拖拉机驾驶员,徐州小米家具有限公司,350384993690,8XVKS1CDXTBEX2059,津JJK1P0,慢性鼓膜炎,政字第74626163号
803,全卫军,542124200005283477,1953-09-19,河南省南阳市,山西省济南市戚墅堰区花溪兰亭41幢767室,14739117866,weifeiyan@57u8y.mobi,D68375977,空字第22043112号,6225479390731590349,0537-20719961,37410305772129840W,140927661289811,22986956-4,其他石油、天然气开采人员,长沙小米熊医院有限公司,513482817065,693BYFSU0Y97F9537,粤B66M51,脾结核,成字第44854073号
804,安沙娜,620981195005179595,1987-06-10,福建省湖里区,安徽省零安市亭湖区牌楼巷841号805941,13541646461,jiefufang@k7mqh.site,E25022192,后字第87118638号,6224424800391148112,0916-48339369,66320800682302395X,430626815038093,22293405-2,海上救助打捞工程技术人员,威县恒盛小米加工厂,500232812976,41CZ3RE05WGUJ7834,湘GYZNG0,铸工支气管炎,S55496772
805,庞汝文,150782197506217643,2000-09-26,湖南省株洲县,安徽省连云港市鼓楼区八星街道颜家村776号,15243508231,boxiaorui@ems0t.info,P30714135,南字第68867258号,6221586757414072622,0452-56543522,691302815333711129,150823026549018,98978568-9,其他乳品、冷食品及罐头、饮料制作人员,北京小米飞扬广告有限公司,130769081514,4DGZ5AUX1CCRD9814,云M9ERAN,药物性肌病,装字第85852648号
806,江沙燕,452122197706246389,1941-09-08,浙江省嘉兴市,江苏省常州市新北区前桥新村20幢甲单元735室,17148047446,huaichiping@zm1q8.com,G94979692,北字第24007650号,6282913144593405681,0632-54040429,99340521838059852R,321324773072167,35687673-2,感光鼓涂敷工,镇江来伊份食品有限公司小米山路店,421111679532,9SEJUABH7WM672019,辽FLQJB7,等张性低氧血症,P71979400
807,遇汝悦,451225199801110474,2004-10-11,山东省潍坊市,黑龙江省哈尔滨市相城区青龙街道典前村75号,15091108033,siqimou@rxz7l.site,D10783179,成字第93634467号,6221505135341609261,0315-73320652,346502041351848238,341100525212506,87007298-0,妇女联合会负责人,北京小米软件技术有限公司,451220053389,1XHP6RM78DR8F9076,辽HFDXAH,磷代谢紊乱,广字第76330668号
808,韶曼文,21112119990916142X,1927-05-08,河池市大化县,河南省常州市潞城镇潞城花苑85幢甲单元855室,14688261323,bidongling@v2h10.info,G37887468,参字第49756684号,6212886508798558058,0539-25261584,23140621120718435L,452229423927519,02353940-4,碳基复合材料工,长沙市小米姑娘食品有限公司,360737125351,AZ4FP31T58HAS4280,青DRDNY2,为胎儿的异常和损害给予的孕产妇医疗,D01455742
809,臧闻熹,513328196809253081,1953-02-20,青海省黄南州,安徽省合肥市亭湖区河苑家园46幢甲单元4156室,17543911121,hunliguo@h3zm9.mobi,P33080654,沈字第52687812号,6250101823791571084,022-24828089,43511622122471505Y,230000229071477,54387476-7,电线电缆制造工,大同市小米物语农业科技有限公司,360762095513,7DK08B6466D360785,陕BQ5CMK,颧骨良性肿瘤,E70668503
810,别无血,620725195205016297,1947-08-27,河北省石家庄市,安徽省零安市鼓楼区勤业新村504幢丁单元697室,16672120735,shunyuling@8ysdc.com.cn,S03567652,北字第93884352号,5525994384156794494,0771-52414282,86320584941130072W,654004588369720,22209470-0,纤维梳理工,小米商城（深圳）有限公司,152885749892,1PEL907T9SKRM8530,粤KPZ855,一氧化碳中毒致精神障碍,D67954408
811,靳娥妹,54212819920709229X,1976-06-28,山西省忻州市,江苏省无锡市亭湖区延陵东路235幢甲单元,18114329389,zhidaimei@if6bs.top,D83579433,参字第24300390号,6212455867291368782,0595-69628355,26431000056580819K,320508701493575,73457740-7,其他石油、天然气开采人员,太原小米故事商贸有限公司,622948988599,9ED62K0H787BT3924,湘HJ8G60,痉挛性斜颈,后字第86571549号
812,贡访彤,370283194908134716,1932-02-09,山东省禹城市,江苏省常州市鼓楼区清潭嘉苑36幢乙单元4541室,17045769516,qihengyan@xntjv.cn,E93940172,济字第96877545号,6217386450093719818,0310-51804850,63130923915037193M,530400447799295,23595993-7,有线广播电视机线员,北京北斗小米粒商贸有限公司第二分店,620109060069,PV69UGW269M6G1024,京KQ72JC,情感分裂症,P88792643
813,邵毕莉,653225200011024250,1927-11-13,广东省汕头市,江苏省苏州市吴中区河苑家园40幢甲单元989室,17077039322,honglengyu@89aj0.com,G41169795,海字第32050040号,6210148458526002870,0877-61294708,85610112962977435E,360728267705704,58002938-6,舞蹈演员,安徽陈小米酒业有限公司,420272306831,1AKSZFC85WVJP5149,青EHLVRR,白癣,360121195207234325
814,娄攸书,320502194512128861,1988-03-22,辽宁省兴隆台区,安徽省合肥市相城区华润国际41幢579室,17565624655,yiyangyue@0lu68.com,E47819002,北字第94271817号,6225315421237783076,0857-63874573,25230903047315565B,130125062219151,06678376-5,其他采购人员,新疆小米坚果农业有限公司,360724039065,78SARUEB7B6KD1604,粤W4NMF5,直背综合征,济字第32663741号
815,文妙菱,421102198411296808,1968-06-28,陕西省榆阳区,安徽省淮南市相城区崔堤半岛花园44幢甲单元5002室,17532171928,kangwujun@g0huo.net.cn,P17249267,政字第78774137号,9400025566217484421,0898-29468184,55440903912291777U,410883679895265,05443629-9,景泰蓝制作工,山东小米酒业有限公司,410335272738,4HABWY9PX320F9531,闽GEHQCQ,节段性肠炎性关节病,S93416014
816,仇静白,130983197502026165,1964-01-27,四川省江阳区,河北省常州市亭湖区潞城镇华丰路嘉州枫景苑841幢甲单元7541,17194591174,erxiaoting@hbz56.top,P17516361,广字第87343879号,6229747787899372857,0971-43944060,846101046479390503,211481574589591,58466824-9,其他草业生产人员,福建省宁上水产贸易有限公司,431246952676,2SFLY0D743GEM8073,蒙CTY0Y7,腹泻并发于妊娠分娩和产褥期,D71695904
817,姚湘婷,654223199111222062,1945-03-04,甘肃省肃北县,山东省常州市戚墅堰区丁堰镇芳渚村委段家塘34号,18594485763,maipanying@7q1u2.site,D27313050,参字第33698626号,6222255869512018809,0898-34411978,30210602361339224Q,610104667949510,85954366-5,木、竹材加工工程技术人员,嘉兴小米贸易有限公司,321197355769,S7PKW9F56J83P3456,鲁LXED0P,未特指的预防性手术,632723197503119737
818,修毓康,410423199906113188,1971-06-08,山东省莱阳市,山东省常州市亭湖区湖塘镇中村胡家村4号,15623413070,eryuting@xfsit.info,S54774328,南字第58233947号,6251453306246585604,0790-61197231,681301009879896079,452229032313980,77063956-4,冷冻提硝工,翼城县唐尧现代农业专业合作社联合社,340487813856,9AD0TVL67MF0A8742,云CRC7L4,结缔组织结核,政字第76721643号
819,南宫毓珈,452230195012090558,1961-04-15,江苏省连云港市,江苏省常州市相城区茶山街道丽华村委虞家村67号,17759864116,fangpeichan@mtql3.info,E17891667,参字第10732762号,6210325344608822069,0597-80636194,875401250997910424,513231907343721,92944927-X,其他机械热加工人员,哈尔滨市融惠超市咨询管理有限公司,430710371066,ULTZYG0F324GX5680,辽D5Z3TW,困床的问题,340823199801031139
820,越凝莲,430722199810281826,1995-12-05,呼伦贝尔市鄂温克旗,安徽省常州市相城区劳动东路009号,15122789339,qingqiaorui@xz5ca.top,P72220538,南字第40462326号,6201056637311154496,0873-65218642,75440126591470018B,511302279304009,52573294-1,凸版制版工,深圳车小米智能网络科技有限公司,410770119918,C6M2JUHF66XRP2091,粤X5JC3T,生殖器溃疡及葡萄膜炎,D29729825
821,颜雪冥,130623199305129890,1974-03-27,乌鲁木齐市水磨沟区,浙江省宁波市镇海区站北新村09幢丙单元842室,13667491556,kemanli@6y6yu.top,P07264104,成字第02477768号,3568823088857692266,0531-95421978,241306059911743468,410225316556701,73490939-5,塑料制品配料工,金华小米电子科技有限公司,469048683933,YR71BK297MW7B5406,津KUCGXF,维生素缺乏性周围神经病,530630194202218781
822,竭熠彤,140426195110249501,1947-06-04,湖北省安陆市,安徽省连云港市鼓楼区八星街道颜家村974号,17778204917,aifuwen@recun.top,P56798814,沈字第91938653号,6217560195546186234,0511-39173359,33510900614295142M,542522362235580,24300972-0,其他纺纱人员,小米通讯技术有限公司洛阳分公司,130894368494,P8AE4HUG03YR07801,黑GVCJH7,背部挫伤,G22454945
823,席湘洁,440105197511298031,1953-07-28,安徽省阜阳市,安徽省合肥市亭湖区河苑家园4141幢甲单元842室,16540493010,limowen@68u1g.net,G32090203,参字第14488350号,6212267096741233838,047489243189,215109024780218275,452122440165103,79734543-5,其他浴池服务人员,忻州市忻府区甄庄小米专业合作社,421163563469,GSMT76EX9XKET1708,晋AUC7UG,原发性肺结核未提及细菌学或组织学的证实,海字第54484461号
824,狄文祥,110105194611049518,1934-06-16,四川省遂宁市,江苏省常州市亭湖区青洋花苑30幢乙单元3541室,15702588649,manpanqian@1c1u7.shop,D81923526,参字第18347766号,6223780049970797697,0511-64648093,79230811599990543P,542123519400217,39865333-4,铁路通信工,松粮集团乾安黄小米有限公司,440287823387,AF392ZEV41CUA9038,皖LR4XDH,产伤致新生儿头皮损伤,政字第15664693号
825,定汝琼,370212195404162392,2007-05-24,湖南省南岳区,浙江省宁波市镇海区站北新村39幢丙单元055室,15616250799,beiyuer@gir8m.info,D14588356,成字第54312637号,6223890056699886005,0517-52299553,85411103417013707R,321112685040631,26558889-0,惯性器件装配工,成都钻石小米科技有限公司,410577844360,Z4YG7H3F9YGVH0671,吉BJ6X7N,先天性水痘,济字第28752740号
826,子车毓宏,532925198612021119,1937-08-18,江苏省东台市,安徽省合肥市相城区红梅姐道竹林村委薛家塘4号,18965857581,xiangfeiyan@d8svg.site,G04147247,广字第59110771号,6229743577657307979,0796-51269635,36350213915305419Y,222401105901005,97003770-1,烟气制酸工,温州小米车辆网络服务有限公司,230128620272,4RUZAHV817J3U5821,黑BLYN7C,臂神经麻痹,成字第73514670号
827,枝凌柏,370113200009126310,1987-11-24,辽宁省沈阳市,安徽省常州市花园西郡7幢甲单元36室,15934388171,qifeng@fu68n.net,D31022754,北字第10971175号,6232074761854686434,0798-95654251,50361128403938913H,370832843446657,77958848-4,影视置景制作员,厦门小米虾影音科技有限公司,140146080887,AX308RKV71T6U5198,闽FW1RA5,身体多个部位的其他特指损伤,济字第23553474号
828,卯若翠,140922196210294824,1974-09-22,昌吉州阜康市,宁夏回族自治区中卫市亭湖区河苑家园56幢甲单元849室,18467096403,mouxiangyan@gaq5i.shop,G45781545,济字第87732020号,6205173828869420236,0906-20093286,72650203267330183R,210700727328574,72422362-1,照明电器检验工,深圳市金小米广告有限公司,632335800826,71AP04FY1BBVW7803,冀R3F3KS,利斯特菌性脑膜脑炎,南字第88203102号
829,崔妃梅,430121194409107643,1978-08-26,吉林省吉林市,江苏省无锡市亭湖区延陵东路2841幢甲单元,15862213300,mibingyue@6fwwd.cn,P92866394,南字第21978933号,6224412271360447113,0370-40480477,281427004319339360,222401220710446,94807973-7,其他家禽饲养人员,深圳市小米宜家皮具有限公司,141029289781,3THUDXJ13RD6Z1796,皖J3R61D,输精管发育不良,S15277923
830,逯汝裴,430225197705289714,1991-10-14,湖北省当阳市,江苏省常州市相城区工人新村南417幢4107室,17784011202,shixiaowen@vz3h4.mobi,G30166752,北字第48458972号,6210720131286846366,0973-62471381,04220301676496549N,230305328331911,68267405-2,钢琴及键盘乐器制作工,青岛钱途小米农业科技有限公司,440237915646,M7BEZ2PC8HLZP5978,云GHPJE0,迟发性尺神经麻痹,装字第21628385号
831,传潇琼,141031195907113011,1955-12-26,山西省娄烦县,山东省临沂市亭湖区湖塘镇中村胡家村41号,14789152277,yingyingwen@ch6qx.net.cn,S72057968,空字第85993886号,6230770809114241986,0458-69205954,89451102774808514Q,410802078995259,37835097-7,卫星光学冷加工工,青岛官道盘龙山小米专业合作社,330694383472,W8RZ4PL74G9TJ5012,蒙LSZGF4,眶脂肪脱垂,321284194111267835
832,谈冰洁,140725196412271362,1971-09-06,石嘴山市惠农区,江苏省常州市亭湖区青洋花苑36幢乙单元638室,17228396750,baoqingyi@08yus.cn,P45253380,海字第36631509号,4041583695914945268,0566-84546445,17640223594260988J,371428326389820,46603703-2,证券投资顾问,珠海小米基金管理有限公司,230580343771,9B2TRUDC9G0BG7360,陕JLQMLR,急性出血性贫血,360734199705087236
833,掌凌兰,640203196511158245,1983-05-07,河北省裕华区,宁夏省常州市亭湖区横山桥镇领秀江南87幢乙单元3941室,14870484015,suyujuan@qooka.site,E39550660,后字第97477755号,6250444037581487585,0573-68966136,29520112361292565D,421101632354216,52800048-X,装潢美术设计人员,潍坊小米粒电子科技有限公司,370254439244,YM8RS546748VF8954,黑H75NKC,慢性会厌炎,兰字第59587858号
834,弘芷蝶,320921195804055719,2002-04-24,湖南省长沙市,安徽省连云港市鼓楼区八星街道颜家村0414号,17277267733,dougaofeng@xyim1.shop,P68172526,政字第23877674号,4512903057680119169,0415-24443511,69520000352349475M,230227937746840,39854507-7,化工工艺试验工,沂南县黄香小米种植专业合作社,361115226860,31LBM6F76AFL67619,桂E6T66K,梦游,450722197011173997
835,邹凝旋,140981194006163537,1960-06-27,湖北省黄冈市,甘肃省常州市武警去湖塘镇新城域花园63幢丁单元650室,14699230760,xuaneyue@h8ds8.cn,P16476812,参字第56279582号,9400570375871843446,0773-65958339,75450328263534875M,110102561029747,06846232-4,航空运输地面服务员,武汉小米华庭装饰工程有限公司,140295062275,YPZ2JVWS3VFZG0941,甘MTDKBY,早老性脱发,济字第37185728号
836,候冰冰,520201194206173271,1944-04-06,陕西省汉中市,江苏省扬州市相城区新城尚东区93幢甲单元41864室,13648228760,mutingwen@rfow9.shop,S72095851,参字第55935493号,6230298747795295785,0798-69800018,01210603508595714Y,652826822819627,06492775-3,航空电机电器试验设备调试工,南京微匠影视文化传媒有限公司,210185841463,9WEMLZ1R91JVE8537,苏C65WRK,心耳异构伴无脾,空字第39836049号
837,东门文标,120114197904028026,2003-05-04,安徽省黄山市,安徽省阜阳市相城区雕庄朝阳花园45幢丙单元530室,13566573957,liaoshengnan@psn7a.info,P85692706,海字第64519710号,6200580196522690811,0731-45955996,84530926817349024U,610926601909987,72720262-3,塑料制品成型制作工,杭州小米阀门机械有限公司,445211496846,8EW3MJBK59VJ18734,甘DP5Q1H,吸入化学制剂气体烟雾和蒸气引起的肺纤维化,E15231532
838,王妹妹,511421194102167497,1968-05-17,河北省沽源县,甘肃省常州市相城区光华公寓9幢甲单元585室,14962749252,zhonglibinying@xvt50.top,E37024517,南字第75121397号,6215398394774932870,0973-23264198,646201027210172075,210102698388583,94089687-1,其他信息记录材料生产人员,合肥袋袋发塑料制品有限公司,500360025388,C2H798KUXSR204158,晋HHUCJM,脊髓圆锥综合征,参字第93151906号
839,闻臻,421181194207271125,1990-08-09,四川省壤塘县,河北省常州市亭湖区潞城镇华丰路嘉州枫景苑50幢甲单元2541,15848836718,bonianzhen@dsbzs.net.cn,G04274072,北字第44703181号,6250339185280866357,0398-86736133,97321182925741079C,520325848986698,22292358-0,律师,泉州市小米投资管理有限公司,130204489348,WTJ49UBH5PFK53047,沪CQV9V4,外阴下疳,220221194602241939
840,来忪棂,320205195903064268,1947-05-26,四川省梓潼县,黑龙江省哈尔滨市相城区青龙街道典前村42号,13704372663,juanyanmei@fsjj9.net.cn,E27184950,政字第30364052号,6222593030065171609,0634-34724252,09341302622382905W,632625987914276,06455548-6,鱼肝油及制品加工工,小米乐科技（深圳）有限公司,421119407603,2XKLPJWG9GYJX7658,粤Z6NXR4,内部关节假体引起的感染和炎症性反应,450481199002236389
841,功梦曼,652223197211116442,2007-07-17,乌兰察布市兴和县,河南省清丰县双庙乡秦家村6041号,17514266793,guolixuan@tjcdl.com.cn,P01703286,兰字第73348182号,6226609368131772254,0535-29918697,32513331301527560P,513430635740323,82897773-5,试车台测量工,佛山市小米电器有限公司,451043442435,WBF49YA007JUR2478,浙LSA1ZE,拇指后天性缺损,S26532465
842,国又槐,652222194604237173,1962-01-26,江西省宜春市,江苏省扬州市相城区新城尚东区58幢甲单元414123室,16500089743,jifeiyan@omsn2.top,G28189647,沈字第07757018号,6200545904575969246,0769-53279070,526104233148973047,420527048262275,86368725-8,其他印章刻字人员,常德小米广告服务有限公司,520441409043,F4ZYK9A57C2FV8967,琼CMYX0U,动脉硬化性痴呆,广字第21795277号
843,戴健柏,130128196012256459,1986-10-26,江西省抚州市,浙江省宁波市镇海区站北新村22幢丙单元899室,18789194470,yaoxiangying@jzplq.top,P52101980,成字第74411269号,6226874174234146448,025-96673262,605304028043992447,131181984173554,90096007-4,燃气储运工,肇州县托古小米专业合作社,542253084209,PR9DH1XF8JGS92539,沪GSLCBY,中枢神经系统囊尾蚴病,542522198111189686
844,钟漫雪,610925195808114098,1937-05-16,云南省陆良县,安徽省张家港市戚墅堰区工房北区58幢丙单元926室,13781940913,nengxiaoyi@8kca4.shop,E73258849,成字第44490348号,6283210294759583207,0692-38724460,164305020463063426,540122698155148,77822287-8,卫生防疫、妇幼保健员,淄博小米文化传媒有限公司,370705893110,FTL4PB6141KWL2960,蒙GY3ZVN,单纯性肾变病,513229195806253357
845,茂雅霜,230716194511020178,2007-07-07,海南省白沙县,河南省河南省常州市相城区采菱公寓415幢乙单元297室,13942194357,maifaner@972dm.info,P53857339,后字第18988670号,6217515667454925684,0825-60009089,155117021352146139,211003271543031,37735843-2,医药商品储运员,广州小米粒品牌管理有限公司,411505848492,0LXB6G2E3X3S16743,新ACCK0X,肘关节结核,511002196001039531
846,令狐恺海,542521197103270272,1958-06-22,河北省清苑区,河南省河南省常州市相城区采菱公寓92幢乙单元0441室,18191702510,douyuzhang@uhi3y.cn,E28690793,后字第99694980号,6282812721483925076,0530-64353458,10510132005052802W,810000618524005,07650802-X,话务员,翼城县隆化小米专业合作社,131025200615,R8MSP64G1YX7F8457,甘FKRSXJ,罗斯巴赫氏病,542527194210021014
847,隆奄,410502196308045971,1996-10-19,甘肃省庄浪县,江苏省常州市相城区工人新村南42幢668室,17782551698,wenrenlvzhu@yaw8w.site,E34346152,政字第84404411号,6270695723700711039,0391-23130078,85511623415136311C,411400988719991,98433397-4,隧道工,黄山小米非融资性担保有限公司,140828932604,W3YS9F0G53HT46258,苏UPPCWN,高碳酸血症后碱中毒,440883195405208336
848,势胤栋,411502197401039563,1958-09-20,广东省阳西县,安徽省合肥市相城区红梅姐道竹林村委薛家塘8号,17289927673,fupanliu@cl08t.net.cn,P09285451,北字第58845301号,6224409753615548709,0722-70419768,13622429761623354X,654028753225729,75439394-7,其他其他电子元器件与设备制造、装配调试及维修人员,云霄小米软件有限公司,230207991727,4L1WZBK5X51DL8350,皖FCPF4D,创伤性蝇蛆病,北字第90082580号
849,以桐,370829199401031053,1993-12-06,安徽省濉溪县,山西常州市鼓楼区陈度苑0幢甲单元707室,15284730724,lianglingfeng@ecfpa.com,D94996777,参字第29155643号,6214599894259240905,0875-38789986,684209841886479626,420325099802126,78930622-5,防毒器材试验工,沂南县黄香小米种植专业合作社,340230600379,GX3DF5KY7FK635839,辽H8ZHPP,躯干皮肤擦伤水平未特指,G02097530
850,弓沅霞,310118198412261679,1995-09-22,和田地区和田县,河北省常州市亭湖区遥观镇宋剑湖家园407幢乙单元208室,13792276899,yantingying@5b97a.net.cn,E02514886,参字第62915258号,6223586344242335061,0310-96897061,16341721284833117W,320100126120400,06842974-3,其他考古及文物护专业人员,浙江亿新建筑劳务有限公司,230788876712,XW4DVUL71160J1967,辽BK9V4W,支气管继发恶性肿瘤,P92931048
851,夕娥娥,530421194905060792,2003-05-25,南宁市上林县,宁夏回族自治区中卫市中宁县滨河南路,14723519650,yuyexue@bc5fl.com,P01033279,海字第62295567号,6224259859234691985,0718-69603743,78430408038109016E,522628869772078,82842873-6,其他制浆、造纸和纸制品生产加工人员,沈阳小米粒娱乐股份有限公司,530391430876,UKE1756M244HA7015,冀CSJH1W,肩结缔组织和软组织恶性肿瘤,350625195011251343
852,智娥子,51072219780226180X,1953-07-13,江西省上饶市,甘肃省常州市相城区光华公寓6幢甲单元304室,13968933941,xingbingyan@1ojex.top,S85569241,后字第24519407号,6217473135186134520,0354-96801058,243507830177714196,621122003072253,45890240-1,仪器仪表元件制造工,贵阳市乌当区小米餐馆,130835957429,LZ4B35HM4352L5812,陕JE9QTD,多部位的局部肿胀肿块和肿物,440883199812209545
853,帖妹英,320204198508252434,1936-04-26,安徽省滁州市,山西省常州市相城区朝阳新村飞天小区04183甲单元808室,13971032042,fuhengting@yhafx.mobi,S92512836,海字第69700768号,6226813314897578123,0379-69087466,71211011313566385P,510921055113106,28649566-9,飞机雷达安装调试工,河南小米新能源科技有限公司,522657647913,6CKGVULA31CKH7406,晋H0LT41,颈神经根损害,P74633183
854,吕瀛雪,370124195009044126,1942-06-10,江苏省吴中区,江苏省常州市相城区工人新村南041幢524室,14902917543,shangguanmanyan@q2run.com.cn,D43484513,广字第31983951号,3568821586079787816,0453-64890740,21411526515021260P,310110637195537,88742407-3,出版物储运员,广州市小米龙服饰有限公司,653208874964,MWDBHLEJ6BH8C7190,京N1ZBFH,膀胱造口的维护,北字第21753231号
855,集平文,211121195406283881,1952-02-01,阿里地区日土县,安徽省合肥市相城区华润国际5幢243室,16521025810,lufuping@451c9.com.cn,E23854602,空字第29300274号,6230710428762517101,0853-41951153,80520121065306671Y,232700565548989,48585296-4,日用五金制品制作工,成都车小米网络科技有限公司,371254346230,C8XFVDSB11V345467,赣J201SC,菲拉托夫病,220104197111024026
856,谏池怡,36088119460428027X,2002-07-23,南宁市宾阳县,江苏省常州市亭湖区河苑新村941幢乙单元077室,17720727265,jiaoyuanfang@iu6kh.net.cn,E64378627,海字第35281394号,6214037675137643844,0551-66361120,353716026197743135,530421285316053,39526277-6,其他石油工程技术人员,山西沁州黄小米（集团）有限公司,510195236425,382VUBGR71HTW9687,津NYGR3C,肺门恶性肿瘤,511322197311263922
857,姬妃丽,511129194008290469,1927-05-24,山东省历城区,山东省常州市戚墅堰区丁堰镇芳渚村委段家塘60号,14552937721,fengweichen@luzen.com.cn,D27158109,南字第43913498号,6210887901279915496,0776-86334578,852204012679590087,140727140800094,58960035-8,拷贝检片员,福州小米教育管理有限公司,542305501955,M3FTS2GJ82A1P1874,闽HHHBKP,腹股沟血管恶性肿瘤,S25919587
858,纵佩婷,532926196609015233,1941-07-15,云南省古城区,江苏省常州市新北区前桥新村412幢甲单元037室,18354354726,luozhan@lp7mq.net,D93193916,空字第11246677号,6216621861708955372,0830-96232068,751301303233016802,350502421037701,62059484-X,眼科医师,杭州小米电缆电气集团有限公司,231013591940,LUPXGVR70SB4A8924,甘L8T41X,梨状肌综合征,装字第23877640号
859,卞妹红,140223197102151466,1950-10-17,云南省宾川县,山西省扬州市亭湖区河苑家园541幢丁单元3841室,17036121616,jiyuyan@ojn74.com.cn,D60484730,沈字第97003549号,6216907041871394932,0906-69136771,42513425097711304Q,330900845489105,09746045-9,溶剂制造工,小米科技有限责任公司苏州分公司,420512321919,FAJDSY5EXSY4T3421,辽JZVCEC,皮肤型黑热病,E76803681
860,公西沅媛,440114199612224934,1991-03-21,湖南省岳阳市,安徽省常州市相城区劳动东路387号,15034672872,libaian@bvqsx.net.cn,E56051924,沈字第15454527号,6221292252497995985,0575-71495787,80210522376412053K,130684727250887,27947294-4,广播视听设备工程技术人员,万荣县河东多营养小米专业合作社,370399792499,D71JKG52XP5408754,津ES2JPU,外阴静脉曲张,542329196309098995
861,房冰倩,371525199102247603,1939-09-23,山东省莘县,山西省临汾市新北区天际苑541幢263室,18639448023,xianmengan@d3zo1.com,P41236789,成字第15779522号,9400664044591215668,0474-64377427,30140921605218169H,620123408909291,63555506-9,营养配餐员,南京小米伽网络科技有限公司,652800813968,G3DUF8V75BF8A3674,粤SASRFC,臀部皮肤恶性肿瘤,济字第56739279号
862,僪汝英,522224199703258240,2004-10-11,安徽省相山区,山西省常州市相城区朝阳新村飞天小区0209甲单元0416室,13814538022,shuixiangzhen@8202q.mobi,G32679254,兰字第52582872号,6258413948261189517,0837-29195310,885304252452127714,140427421094308,65248096-X,水利水电建筑工程技术人员,小米通讯技术有限公司福州分公司,110195483459,6J4M7B2Y4LPXY6180,苏KFLK20,人工晶体脱位,S12207430
863,诗姿,320724198508112098,1969-10-23,四川省雅安市,黑龙江省沈阳市鼓楼区怀德苑5幢甲单元000室,16633433540,sapeihong@9awzt.net.cn,P69344676,政字第25892175号,6217480845184539444,0457-34989239,314212236965639024,440506442354881,55686045-2,其他煤化工生产人员,深圳市大米和小米融合教育有限公司,520364591796,61XLJVCD6YDAX1247,皖PUENUJ,干酪性鼻炎结核性鼻炎未提及细菌学或组织学的证实,130821196109235762
864,洪听莲,610523195210139384,1960-03-01,浙江省江干区,江苏省常州市相城区茶山街道丽华村委虞家村03号,15227865906,chiconghan@rj109.com,S47523086,后字第99336705号,6230412696276094517,0834-93001075,042101035834318422,360731609740247,32358933-1,高低压电器装配工,宁波小米建筑配套设备有限公司,150497837472,RGA76DVX093DT9523,粤LQR19B,室性自搏,P92954691
865,诸初丹,42900419580815127X,1977-03-08,山西省小店区,宁夏省常州市亭湖区横山桥镇领秀江南74幢乙单元795室,17793876622,aishilan@o2dqx.shop,G55729517,参字第48190407号,6228162868672432064,0932-63636632,99431228703373888F,371624317389549,68672040-7,飞机、发动机附件检验工,威县路军小米加工厂,370378573124,PAKR7W5L57YGJ4078,津FQA5U3,手术后持续性瘘道的并发症,广字第27451034号
866,吾毕咏,220204198102073280,1962-03-17,河南省许昌市,江苏省常州市相城区茶山街道丽华村委虞家村89号,17020045364,jimoying@4222t.top,E35442426,海字第60028434号,6214673054078946344,0743-86474907,00152825481941599P,430821548111821,49075999-1,电力电缆安装工,佛山市小米物流服务有限公司,330256486648,6CVWXSDJ8HD8F3491,吉H1PDUY,泌尿道恶性肿瘤家族史,G99481487
867,硕恺泽,330328195306059083,1973-10-07,广东省韶关市,宁夏回族自治区中卫市中宁县滨河南路,15721179524,wenrenpeiyao@k4m5i.site,D80683042,空字第82674639号,6224252466453842088,029-22553869,18610403019829610L,321321679288586,80237838-X,商品储运员,珠海市小米工程设计有限公司,140651139600,R8WZDLY118U5G8419,蒙JYYLN6,染色体四短臂缺失,北字第71010248号
868,折司徒,422826195610180775,1999-08-23,贵州省黔东南州,安徽省零安市鼓楼区勤业新村488幢丁单元380室,16501860567,yanzuidong@lf9qm.shop,G54040294,济字第88487463号,6217685514931951848,0839-71112137,63410504364282335F,522636894083039,85864542-4,重力选矿工,子洲县荣德种植养殖专业合作社,360730632770,8416RJ730C6979081,冀R4L8CN,其他物指的斑疹热,D02569178
869,可滨倩,340827196501299282,1957-01-23,自治区直辖图木舒克市,甘肃省常州市相城区光华公寓0幢甲单元005室,18887114632,mubinying@mpiza.top,S22547822,参字第68226075号,6226641708818816983,0459-73406126,64350603678117765Y,230121128133809,89870540-1,其他耐火材料生产人员,东莞市小米包装材料有限公司,511640099257,32X794CK21LZP1658,浙GZ08MZ,何杰金氏恶性淋巴瘤,广字第86738384号
